id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anl15_s_cal_fy2_pe,The weighted average price/earnings ratio based on EPS estimation for the calendarized 2 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_st_dev,The weighted average standard deviation of EPS estimation for the calendarized 2 fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_total,The total of earnings estimation for the calendarized 2 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_1m_chg,The weighted 1-month percent change of EPS estimation for the calendarized 3 fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,21,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_3m_chg,The weighted 3-month percent change of EPS estimation for the calendarized 3 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_6m_chg,The weighted 6-month percent change of EPS estimation for the calendarized 3 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_cos,The number of companies with a calendarized 3 fiscal year EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_ests,The total number of calendarized 3 fiscal year EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_gro,The weighted year-over-year growth of EPS estimation for the calendarized 3 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_mean,The weighted average of EPS estimation for the calendarized 3 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_mktcap,The total market capitalization for the companies aggregated within GICS sector grouping with a calendarized 3 fiscal year mean price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_pe,The weighted average price/earnings ratio based on EPS estimation for the calendarized 3 fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,23,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_st_dev,The weighted average standard deviation of EPS estimation for the calendarized 3 fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,0,0,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy3_total,The total of earnings estimation for the calendarized 3 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,13,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_div_cos,The number of companies for which indicated annual dividend data is available within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,22,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_divyld,The weighted average dividend yield aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,12,18,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy1_cos_dn,The number of companies for which EPS estimation for the calendarized one fiscal year has been lowered from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy1_cos_up,The number of companies for which EPS estimation for the calendarized 1 fiscal year has been raised from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy1_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,10,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy1_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy2_cos_dn,The number of companies for which EPS estimation for the calendarized 2 fiscal years has been lowered from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,10,35,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy2_cos_up,The number of companies for which EPS estimation for the calendarized 2 fiscal years has been raised from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy2_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,7,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy2_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy3_cos_dn,The number of companies for which EPS estimation for the calendarized 3 fiscal years has been lowered from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,15,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy3_cos_up,The number of companies for which EPS estimation for the calendarized 3 fiscal years has been raised from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy3_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_fy3_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_hist_eps_gro,The weighted annual EPS growth rate over the past 5 years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_1m_chg,The weighted one-month percent change of long-term growth EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,14,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_3m_chg,The weighted 3-month percent change of long-term growth EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_6m_chg,The weighted 6-month percent change of long-term growth EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,9,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_cos,The number of companies with a long-term growth EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,9,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_cos_dn,The number of companies for which long-term growth EPS estimation has been lowered from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,9,13,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_cos_up,The number of companies for which long-term growth EPS estimation has been raised from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,10,16,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_ests,The total number of long term growth EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,11,20,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,7,20,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_mdn,The weighted average of long-term growth EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,20,45,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_mktcap,The total market capitalization for the companies aggregated within GICS sector grouping with a long-term growth price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,18,78,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_ltg_st_dev,The weighted average standard deviation of long-term growth EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,23,68,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_prc,The weighted average price aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,12,40,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
